filename,width,height,class,xmin,ymin,xmax,ymax
L1000799_JPG.rf.563bf270a200da9d7b5ef0a811a50028.jpg,6000,4000,Jelly Black,2490,2830,2972,3296
L1000799_JPG.rf.563bf270a200da9d7b5ef0a811a50028.jpg,6000,4000,Jelly Black,4540,2840,5060,3309
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,Creme brulee,2530,510,3198,1195
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,Tentation noir,2310,1750,3043,2496
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,Triangolo,3200,2200,3943,2955
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,Triangolo,3180,1210,3933,1951
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Comtesse,2250,1550,2832,2153
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Jelly White,2090,2670,2640,3167
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Jelly Black,3030,2410,3583,2868
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Jelly Milk,3320,3110,3877,3560
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Noblesse,960,1870,1623,2544
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Amandina,4290,2450,4772,3462
L1000875_JPG.rf.d930db33fc24acc11fee01b2c026cac1.jpg,6000,4000,Tentation noir,3270,1590,3943,2306
L1000802_JPG.rf.23dcb3c0757d77a9e03228c5130e08db.jpg,6000,4000,Comtesse,1330,2140,1900,2713
L1000802_JPG.rf.23dcb3c0757d77a9e03228c5130e08db.jpg,6000,4000,Comtesse,3870,1720,4444,2313
L1000802_JPG.rf.23dcb3c0757d77a9e03228c5130e08db.jpg,6000,4000,Passion au lait,2640,722,3352,1407
L1000802_JPG.rf.23dcb3c0757d77a9e03228c5130e08db.jpg,6000,4000,Passion au lait,2890,2780,3599,3486
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Comtesse,1200,460,1775,1030
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Jelly White,1060,1130,1515,1665
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Jelly White,920,1960,1355,2510
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Comtesse,1190,2830,1750,3385
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Amandina,3500,2180,3945,3100
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,Amandina,3630,700,4065,1645
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Noblesse,400,640,1005,1230
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Creme brulee,2230,410,2855,1025
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Passion au lait,2010,1590,2685,2255
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Noir authentique,920,2710,1570,3345
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Jelly Milk,1950,3260,2440,3675
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Jelly Milk,2690,1230,3170,1680
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Tentation noir,3470,790,4085,1405
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Stracciatella,4700,580,5325,1195
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Comtesse,4870,1380,5395,1950
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Jelly White,3550,1960,3995,2470
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Arabia,4530,2370,5090,2925
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Amandina,3340,2810,3780,3765
L1000780_JPG.rf.1cfecfde1b5d04b64aa295e9c884f82b.jpg,6000,4000,Triangolo,4500,3270,5145,3930
Noblesse_JPG.rf.6897dbb030b45f7ad94801328e77831d.jpg,6000,4000,Noblesse,3130,1730,3733,2364
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Triangolo,1130,1350,1861,2061
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Triangolo,3650,1760,4381,2466
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Tentation noir,2657,2680,3268,3320
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Tentation noir,1670,885,2347,1582
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Jelly Black,1930,2220,2511,2663
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Jelly Black,2686,1810,3245,2239
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Jelly Milk,2251,1530,2737,2056
L1000939_JPG.rf.19845d7b5e3667e08b29788189ca4723.jpg,6000,4000,Jelly Milk,2710,1358,3274,1787
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Arabia,3640,540,4215,1165
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Arabia,1290,950,1885,1560
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Noir authentique,3170,900,3800,1565
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Noir authentique,3660,1250,4305,1925
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Stracciatella,710,2650,1390,3285
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,Stracciatella,950,480,1625,1140
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Noblesse,1550,1800,2190,2411
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Noblesse,2750,2553,3340,3182
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Noir authentique,3330,1281,3971,1907
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Noir authentique,4120,2090,4770,2742
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Creme brulee,2410,590,3047,1216
L1000797_JPG.rf.df1df24e57ff27605ddd1cd4ed1b8562.jpg,6000,4000,Creme brulee,5130,1790,5759,2439
Amandina_JPG.rf.f68b5627f29c9a1f7c6284063f3ef4bc.jpg,6000,4000,Amandina,2680,2190,3599,2686
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,Triangolo,840,680,1517,1373
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,Triangolo,3650,3130,4324,3875
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,Noir authentique,2180,1680,2835,2311
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,Noir authentique,2330,2270,2964,2867
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,Creme brulee,5220,820,5831,1436
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,Creme brulee,2610,1270,3230,1914
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,Creme brulee,1550,2610,2196,3268
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,Arabia,3740,1570,4316,2134
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,Arabia,4590,1860,5153,2428
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,Comtesse,3410,3160,3976,3736
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,Passion au lait,1140,490,1823,1257
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,Passion au lait,1230,2341,1928,3110
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,Stracciatella,1880,3130,2482,3682
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,Stracciatella,2420,1690,2975,2280
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,Comtesse,3350,2040,3883,2604
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Comtesse,1680,660,2259,1240
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Comtesse,3392,1240,3953,1800
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Comtesse,4240,1691,4819,2288
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Comtesse,3110,2500,3681,3082
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Comtesse,1640,2560,2228,3156
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Jelly White,2390,2040,2917,2588
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Jelly White,1350,1440,1798,2009
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,Jelly White,2390,1240,2807,1808
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Milk,2230,400,2647,948
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Milk,5100,560,5506,1070
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Milk,4990,3200,5453,3764
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Black,4630,2000,5045,2532
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Black,2590,1810,3033,2373
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly Black,520,1720,950,2264
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly White,1640,3080,2221,3562
L1000763_JPG.rf.7044b4073155c89c7d9f8b8d6d24b225.jpg,6000,4000,Jelly White,3450,900,4033,1362
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Creme brulee,3060,2590,3669,3246
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Creme brulee,1670,1170,2319,1838
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Tentation noir,2370,2330,2934,2918
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Tentation noir,2790,920,3409,1546
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Noblesse,820,1500,1459,2114
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,Noblesse,3510,2000,4131,2646
Passion_au_lait_JPG.rf.b34242418eab498e36192710c78475cc.jpg,6000,4000,Passion au lait,2850,1710,3595,2390
Creme_brulee_JPG.rf.4e011a1df0c0e4bbfa0d9badf253abf2.jpg,6000,4000,Creme brulee,3060,1920,3690,2581
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly Milk,1630,1360,2202,1946
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly Milk,4690,1240,5227,1801
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly Black,1550,2741,2110,3205
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly Black,3130,3070,3549,3631
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly Black,4360,2080,4775,2704
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly White,3150,1850,3678,2369
L1000788_JPG.rf.2d892de22feada91fc8897face97098e.jpg,6000,4000,Jelly White,3320,780,3853,1246
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Passion au lait,2580,694,3309,1470
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Passion au lait,500,2558,1272,3325
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Jelly White,1700,2990,2285,3472
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Jelly White,2780,2160,3173,2768
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Comtesse,3410,3230,4017,3865
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,Comtesse,4240,2030,4857,2639
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Creme brulee,980,2580,1645,3263
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Creme brulee,1980,3160,2614,3812
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Tentation noir,3420,2130,3948,2730
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Tentation noir,3920,1460,4507,2087
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Tentation noir,3300,1080,3867,1669
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Arabia,4640,2330,5230,2907
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Noblesse,5260,1760,5894,2373
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,Noblesse,4970,2930,5567,3538
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,Comtesse,3310,2710,3854,3270
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,Jelly Black,1990,1460,2433,1984
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,Jelly Black,990,1590,1508,1998
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,Jelly Milk,1020,1270,1563,1639
Stracciatella_JPG.rf.0330d3fee1e1133d7a1766e64f048c57.jpg,6000,4000,Stracciatella,3380,2036,3951,2648
L1000876_JPG.rf.9f87206b5d6e5b345eb4f8abbac3b563.jpg,6000,4000,Tentation noir,2190,1050,2826,1698
L1000876_JPG.rf.9f87206b5d6e5b345eb4f8abbac3b563.jpg,6000,4000,Tentation noir,2930,1260,3543,1885
L1000876_JPG.rf.9f87206b5d6e5b345eb4f8abbac3b563.jpg,6000,4000,Comtesse,2510,1550,3081,2141
L1000876_JPG.rf.9f87206b5d6e5b345eb4f8abbac3b563.jpg,6000,4000,Passion au lait,2290,1950,3060,2675
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Amandina,2660,2090,3055,2970
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Jelly Black,2880,1280,3255,1735
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Noblesse,4520,1050,5070,1630
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Jelly White,4080,1920,4460,2450
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Noir authentique,3920,2760,4510,3345
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,Triangolo,4690,2460,5280,3120
Jelly_Milk_JPG.rf.eca6fed26651fd03ed439b356317da5b.jpg,6000,4000,Jelly Milk,3080,1980,3626,2434
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Noblesse,3060,100,3620,670
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Noblesse,1720,2000,2335,2620
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Noblesse,2470,2490,3110,3085
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Noir authentique,2820,1080,3435,1720
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Noir authentique,3600,1520,4240,2185
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Triangolo,3700,520,4325,1200
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Triangolo,890,1890,1580,2555
L1010035_JPG.rf.858f2feb48b2af02211d78cc1bc78e09.jpg,6000,4000,Triangolo,1360,2700,2040,3335
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Comtesse,1565,1890,2110,2420
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Noir authentique,1810,1380,2380,1990
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Noir authentique,3550,2060,4135,2635
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Passion au lait,2450,2920,3155,3595
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Passion au lait,2820,1070,3505,1715
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Noblesse,2980,3270,3520,3860
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,Tentation noir,3910,3090,4505,3675
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Jelly Milk,3940,2130,4457,2653
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Triangolo,650,1350,1310,2030
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Jelly White,1320,1600,1734,2119
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Comtesse,2430,1890,2961,2488
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Comtesse,2917,2040,3434,2589
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,Jelly Black,3770,2785,4268,3249
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,Comtesse,930,1700,1495,2244
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,Triangolo,450,1140,1115,1803
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,Jelly Milk,1020,960,1425,1462
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,Noblesse,1740,1500,2315,2078
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,Noir authentique,2790,1470,3412,2100
L1000791_JPG.rf.f59f4bf10239d770b214030f89996ce5.jpg,6000,4000,Stracciatella,1400,1220,2063,1867
L1000791_JPG.rf.f59f4bf10239d770b214030f89996ce5.jpg,6000,4000,Noblesse,3890,880,4511,1517
L1000791_JPG.rf.f59f4bf10239d770b214030f89996ce5.jpg,6000,4000,Triangolo,2400,2350,3081,3029
L1000791_JPG.rf.f59f4bf10239d770b214030f89996ce5.jpg,6000,4000,Triangolo,2750,2140,3413,2783
L1000791_JPG.rf.f59f4bf10239d770b214030f89996ce5.jpg,6000,4000,Arabia,4260,2112,4860,2681
L1000785_JPG.rf.42b08016b7c238fc0c8958a10953c6cd.jpg,6000,4000,Stracciatella,1158,1022,1741,1577
L1000785_JPG.rf.42b08016b7c238fc0c8958a10953c6cd.jpg,6000,4000,Stracciatella,1272,1462,1831,2037
L1000785_JPG.rf.42b08016b7c238fc0c8958a10953c6cd.jpg,6000,4000,Amandina,2190,1496,3075,2027
L1000785_JPG.rf.42b08016b7c238fc0c8958a10953c6cd.jpg,6000,4000,Noir authentique,3200,1626,3818,2239
L1000785_JPG.rf.42b08016b7c238fc0c8958a10953c6cd.jpg,6000,4000,Jelly White,5180,2980,5707,3433
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Noblesse,1760,440,2300,995
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Noblesse,1510,960,2055,1485
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Arabia,2120,1230,2615,1750
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Arabia,2820,2160,3325,2710
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Passion au lait,2960,1620,3625,2270
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Passion au lait,2140,2300,2755,2955
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Noir authentique,1880,1710,2480,2295
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Noir authentique,3380,2090,3950,2695
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Stracciatella,2505,940,3100,1520
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,Stracciatella,3180,2850,3690,3385
Triangolo_JPG.rf.5d85e2a5dd8cab6aa5fe2983e871a6e9.jpg,6000,4000,Triangolo,2940,1720,3560,2325
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Noir authentique,1480,480,2060,1085
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Noir authentique,2910,1400,3515,2005
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Passion au lait,1710,1830,2345,2475
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Passion au lait,3160,2700,3825,3350
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Jelly Milk,2430,790,2835,1235
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Jelly Black,2500,1230,2965,1630
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Noblesse,2620,2050,3180,2635
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,Noblesse,2460,3020,2985,3565
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Arabia,3440,2390,4037,2959
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Arabia,2675,820,3226,1359
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Comtesse,1300,1880,1860,2440
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Comtesse,1780,2370,2304,2907
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Passion au lait,2920,1710,3563,2442
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,Passion au lait,2190,1180,2896,1858
L1000946_JPG.rf.60239831a70d430af2bfecf9f663b38e.jpg,6000,4000,Jelly White,3360,1360,3879,1843
L1000946_JPG.rf.60239831a70d430af2bfecf9f663b38e.jpg,6000,4000,Jelly White,1610,2030,2138,2515
L1000946_JPG.rf.60239831a70d430af2bfecf9f663b38e.jpg,6000,4000,Creme brulee,3230,1970,3828,2599
L1000946_JPG.rf.60239831a70d430af2bfecf9f663b38e.jpg,6000,4000,Tentation noir,2530,3200,3106,3795
L1000946_JPG.rf.60239831a70d430af2bfecf9f663b38e.jpg,6000,4000,Tentation noir,2179,750,2845,1389
