filename,width,height,class,xmin,ymin,xmax,ymax
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet green,3540,2320,4140,2925
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet green,700,530,1350,1135
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet yellow,3920,1440,4515,2000
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet yellow,1930,1990,2545,2525
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet blue,1650,1370,2295,1880
L1000972_JPG.rf.5f1bff105b6e260f9eddeb879ddaf019.jpg,6000,4000,magnet below blue,2720,220,3340,730
L1000909_JPG.rf.3c72d4401e586e107f6c2c08f0545b26.jpg,6000,4000,background light blue,2650,1730,3250,2255
L1000854_JPG.rf.8cf09ce5c39d34a75e01bd8c5e1562cf.jpg,6000,4000,not camera,3790,1750,4550,2445
L1000989_JPG.rf.a297ecd275942b4e482d8622df0dc135.jpg,6000,4000,black cube,3180,2210,3585,2585
L1000989_JPG.rf.a297ecd275942b4e482d8622df0dc135.jpg,6000,4000,black cube,3650,1600,4135,2120
L1000989_JPG.rf.a297ecd275942b4e482d8622df0dc135.jpg,6000,4000,background lehr,1050,0,1830,300
L1000894_JPG.rf.6be4dc1bd54e75ab1a23fad92111ea63.jpg,6000,4000,background lehr,150,810,850,1455
L1000890_JPG.rf.79f5fcd4e885a17950a810b79da64c07.jpg,6000,4000,background lehr,150,770,875,1475
L1000890_JPG.rf.79f5fcd4e885a17950a810b79da64c07.jpg,6000,4000,background letter,1840,850,2290,1420
L1000890_JPG.rf.79f5fcd4e885a17950a810b79da64c07.jpg,6000,4000,background blue,3220,1350,3630,1830
L1000890_JPG.rf.79f5fcd4e885a17950a810b79da64c07.jpg,6000,4000,background house,4090,1870,4785,2190
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background red,2130,2200,3295,2770
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background purple,1410,2540,1865,3230
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background purple,3580,3100,4010,3865
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background pink,2390,410,3120,845
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background pink,1560,430,2155,930
L1000903_JPG.rf.dab792194cabdb4b2c9e52c6849605c2.jpg,6000,4000,background pink,3430,560,4020,1020
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,magnet yellow,2130,2060,2705,2605
L1000817_JPG.rf.7db2795a6a77c19ef91319654a9d0d0e.jpg,6000,4000,game yellow,3330,2320,3595,2580
L1000916_JPG.rf.93edcce57def6e66bed60f342fea96b2.jpg,6000,4000,background rabbit,2190,2720,2830,3300
L1000992_JPG.rf.0bede2c5b4fc942ec76bd0857cef9411.jpg,6000,4000,background pen,4070,1960,5115,2870
L1000992_JPG.rf.0bede2c5b4fc942ec76bd0857cef9411.jpg,6000,4000,black cube,2180,1710,2675,2230
L1000992_JPG.rf.0bede2c5b4fc942ec76bd0857cef9411.jpg,6000,4000,black cube,3180,650,3670,1175
L1000992_JPG.rf.0bede2c5b4fc942ec76bd0857cef9411.jpg,6000,4000,background paper,1730,1420,2220,1680
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,3540,940,4005,1390
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,3920,780,4375,1215
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,4280,620,4730,1085
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,4070,1120,4600,1610
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,4430,960,4910,1445
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,3720,1290,4215,1825
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,4230,1470,4740,2000
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,4590,1320,5075,1825
L1000974_JPG.rf.7e2b559d8f7309a1705b163bcd2e235f.jpg,6000,4000,background blue,3890,1630,4385,2155
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,black cube,1650,970,2175,1510
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,magnet blue,1730,2980,2340,3575
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,magnet green,2860,3820,3405,4000
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,black cube,3690,160,4240,665
L1000963_JPG.rf.6705066d4a7dc4928afebcf4ca5fe3e7.jpg,6000,4000,background pen,3910,2720,4630,3100
L1000885_JPG.rf.7c7693bc416e41e630e821fc00c60c84.jpg,6000,4000,background jelly,1110,1730,1645,2385
L1000885_JPG.rf.7c7693bc416e41e630e821fc00c60c84.jpg,6000,4000,background rabbit,3840,2080,4495,2630
L1000885_JPG.rf.7c7693bc416e41e630e821fc00c60c84.jpg,6000,4000,background frey,3130,2030,3605,2335
L1000971_JPG.rf.6b379df13c94fd58aba0dac0bcc688d1.jpg,6000,4000,key red,3000,1630,3610,2245
L1000971_JPG.rf.6b379df13c94fd58aba0dac0bcc688d1.jpg,6000,4000,key green,3110,940,3405,1620
L1000971_JPG.rf.6b379df13c94fd58aba0dac0bcc688d1.jpg,6000,4000,key orange,2470,1380,3060,2050
L1000971_JPG.rf.6b379df13c94fd58aba0dac0bcc688d1.jpg,6000,4000,keys,1880,1200,2370,2205
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,background rabbit,1500,1080,2075,1630
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,black cube,210,960,670,1390
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,black cube,1260,290,1795,755
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,black cube,3920,2180,4455,2775
L1010015_JPG.rf.6492e7b5bcef7c183cfbb5234f3fc730.jpg,6000,4000,black cube,3550,3170,4105,3680
L1010029_JPG.rf.253398bed6b5ed07d9ea8dbf646c24b9.jpg,6000,4000,magnet yellow,1850,1130,2465,1735
L1010029_JPG.rf.253398bed6b5ed07d9ea8dbf646c24b9.jpg,6000,4000,magnet yellow,2470,3140,3050,3745
L1010029_JPG.rf.253398bed6b5ed07d9ea8dbf646c24b9.jpg,6000,4000,pen blue,1850,520,2575,1100
L1000941_JPG.rf.743a6547d2936a0426f8e5df19d5daf2.jpg,6000,4000,background light blue,2370,1560,2980,2115
L1010041_JPG.rf.e81ad4474bae93179529c5cac652e944.jpg,6000,4000,magnet below,1540,2280,2095,2830
L1010041_JPG.rf.e81ad4474bae93179529c5cac652e944.jpg,6000,4000,black cube,2210,2280,2670,2715
L1010041_JPG.rf.e81ad4474bae93179529c5cac652e944.jpg,6000,4000,black cube,3180,890,3590,1355
L1010032_JPG.rf.95f9ca09d684e5d6e22abfa84318a0f3.jpg,6000,4000,background pen,110,1800,995,2500
L1010032_JPG.rf.95f9ca09d684e5d6e22abfa84318a0f3.jpg,6000,4000,magnet yellow,2410,3300,2990,3890
L1010032_JPG.rf.95f9ca09d684e5d6e22abfa84318a0f3.jpg,6000,4000,magnet yellow,3490,2660,4080,3245
L1010032_JPG.rf.95f9ca09d684e5d6e22abfa84318a0f3.jpg,6000,4000,pen blue,1510,3090,2245,3805
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,magnet yellow,3690,1220,4230,1765
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,black cube,4090,2010,4570,2505
L1000957_JPG.rf.9daecb86cf87a8433e3ed5f7bb529fad.jpg,6000,4000,black cube,2620,2260,3055,2690
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,background lehr,4620,2960,5345,3645
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,background letter,3120,2070,3680,2510
L1000926_JPG.rf.ed6095097f99b945639af9ca36459f68.jpg,6000,4000,background blue,1400,3560,2200,4000
L1000964_JPG.rf.1779d4b6cb8c76517e158a858ca72ab3.jpg,6000,4000,background blue,1000,1300,1475,1775
L1000964_JPG.rf.1779d4b6cb8c76517e158a858ca72ab3.jpg,6000,4000,background blue,1330,2130,1770,2540
L1000964_JPG.rf.1779d4b6cb8c76517e158a858ca72ab3.jpg,6000,4000,background pen,3880,2690,4660,3845
L1000964_JPG.rf.1779d4b6cb8c76517e158a858ca72ab3.jpg,6000,4000,background paper,2680,850,3170,1410
L1000979_JPG.rf.f41990dde2eed03d4d40d1c6ed7c6646.jpg,6000,4000,game black,3240,2440,3525,2815
L1000979_JPG.rf.f41990dde2eed03d4d40d1c6ed7c6646.jpg,6000,4000,not camera,1780,1580,2450,2280
L1010045_JPG.rf.768f4d52015391a70b4a4bebe0bca2ed.jpg,6000,4000,magnet yellow,1990,1740,2600,2240
L1000932_JPG.rf.ded202ff0ef17d63f89c2ea9fa37b700.jpg,6000,4000,background red,1900,2240,3085,2810
L1000923_JPG.rf.e3b9bf6a642b9f923ac6d3fdd04f7ec0.jpg,6000,4000,background lehr,4610,3260,5295,3970
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,magnet below,1870,1720,2455,2320
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,magnet below blue,3150,2450,3680,2995
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,black cube,3380,1860,3815,2325
L1000815_JPG.rf.cf289461e7440e893a54712789281dab.jpg,6000,4000,not camera,3600,860,4300,1580
L1000812_JPG.rf.728eaebb8c9a6b79d7ec1f77a556a375.jpg,6000,4000,black cube,2480,2090,2865,2540
L1000812_JPG.rf.728eaebb8c9a6b79d7ec1f77a556a375.jpg,6000,4000,black cube,2830,2170,3315,2640
L1000981_JPG.rf.23a5fcdb4cb90a2395f402132988a816.jpg,6000,4000,background rabbit,500,2010,1090,2605
